delta_t,msdB,msdR,msdmaxBlue,msdmaxRed,msdminBlue,msdminRed,normB,normR,stdNormB,stdNormR
0.1835008,[ 1.68785574],[ 1.86931969],[ 1.75548886],[ 1.62092279],[ 1.99977847],[ 1.76059567],0.01867049647650524,0.038096337204591456,0.0004829946191213328,0.0005960367066978067
0.196608,[ 1.80344104],[ 2.01181781],[ 1.89342549],[ 1.71998306],[ 2.14694394],[ 1.89553105],0.01709772577436124,0.035323143904197905,0.00042975106160952957,0.0006548754435319304
0.2097152,[ 1.90132905],[ 2.10507582],[ 1.97924396],[ 1.81902884],[ 2.24908155],[ 1.99157963],0.016189282073232742,0.03324129149583401,0.00041567300413910695,0.0005783717948665512
0.23592960000000002,[ 2.11390458],[ 2.32741533],[ 2.17358588],[ 2.02468615],[ 2.50640134],[ 2.21159129],0.014332419124224293,0.029395832672228433,0.0004139326773902827,0.0005044721438322762
0.262144,[ 2.35404414],[ 2.58229934],[ 2.37782769],[ 2.23112752],[ 2.82853907],[ 2.49187644],0.012619362755620311,0.025907238364999818,0.0004477112860515126,0.0005629591118784465
0.2883584,[ 2.59092993],[ 2.94927144],[ 2.67703778],[ 2.42215033],[ 3.28937777],[ 2.78629071],0.0107054945332332,0.02311989445471244,0.00045522949315531685,0.0006426268050084311
0.3145728,[ 2.77802884],[ 3.12247301],[ 2.80814562],[ 2.59686849],[ 3.52467755],[ 2.98793741],0.00996969537433555,0.021267795752813203,0.0004693904238873737,0.0005963393686721678
0.34078709999999995,[ 3.10275242],[ 3.38158875],[ 3.02645682],[ 2.86120889],[ 3.84228517],[ 3.39199188],0.009020725235158181,0.018607970450994406,0.0004485349314327982,0.0006392774493561243
0.3670015,[ 3.27568828],[ 3.62092675],[ 3.22468577],[ 3.03159963],[ 4.14217421],[ 3.56574676],0.00827489027393013,0.017418055044368354,0.0004335510193239519,0.0005737835479427046
0.3932159,[ 3.54068789],[ 3.94860896],[ 3.49470366],[ 3.27391246],[ 4.55648006],[ 3.85872429],0.007413200477690176,0.015833553754933255,0.00041370604134022054,0.0005320142087482514
0.4194303,[ 3.68512586],[ 4.15852489],[ 3.68870459],[ 3.35573484],[ 4.78469466],[ 4.09268209],0.00693921839580753,0.015072071511267297,0.00038121165258649754,0.0006130763325075302
0.4718590999999999,[ 4.17088789],[ 4.76606763],[ 4.24520282],[ 3.71177378],[ 5.45445429],[ 4.77366675],0.0058248132048559845,0.012924074177115791,0.00031124449335356115,0.0006714796469284564
0.5242879,[ 4.69519145],[ 5.30850866],[ 4.48195592],[ 4.14835185],[ 6.57784816],[ 5.42846976],0.005066513729230735,0.011140118613928267,0.00041258922578733023,0.000623880107440625
0.5767167,[ 5.23048604],[ 5.47523801],[ 4.61797747],[ 4.57616411],[ 6.79670809],[ 6.1330619],0.004866947368816058,0.009717227892245136,0.00039986844191532763,0.0005963216411122497
0.6291455,[ 6.19715285],[ 6.16287308],[ 4.94882857],[ 5.38688133],[ 8.3488873],[ 7.33905816],0.004170546518397479,0.007823003599508374,0.0004593465569789344,0.0005122435530029178
0.6815743000000001,[ 6.52586203],[ 6.27119789],[ 5.02135033],[ 5.5495992],[ 8.54434416],[ 7.99026057],0.004076399195679918,0.007319086923828315,0.0004562571834288808,0.0005640565936894731
0.7340031,[ 7.49452463],[ 7.26320723],[ 5.67947584],[ 6.14762196],[ 10.40098076],[ 9.75239427],0.003359749497314122,0.006117165927713118,0.00042685101796834086,0.0005956568875836104
0.7864318,[ 7.43576867],[ 6.89454746],[ 5.36658534],[ 6.17255557],[ 9.96666778],[ 9.47701214],0.0035989225468286224,0.006180146336705497,0.00046550008820891797,0.0005609892480163425
0.8388606,[ 7.55714172],[ 7.44211649],[ 5.98454534],[ 6.15845434],[ 10.06763907],[ 9.95100254],0.003253305322767779,0.0060512534471026,0.00036020477440649285,0.0006116718961171447
0.9437183000000001,[ 7.97809324],[ 8.2419394],[ 6.56231996],[ 6.40471497],[ 11.37671062],[ 10.80875225],0.0028408913313134696,0.00563813311992133,0.00033325632807980923,0.0006199962410989483
